,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
842.00,267545.85,4.00,841.00,449.45,1182.35,2193073.58,7948393.01,0.05,0.87,3.30,0.90,0.0026,0.86,0.29,0.07,59.59,0.51,0.07,5.00,155.53,1.00,76099.00,78974.00,0.10,38836.00,3.00,2327.00,48.00,0.31,5142.00,15.00,0.55,19.00,16019.00,2.12,0.89,87842.00,6063.00,8.72,3777.00,4849.00,0.04,5362.00,0.29,0.04
843.00,1335080.16,3.00,842.00,1274.81,3399.42,4478931.76,17153087.11,0.03,0.91,4.00,1.10,0.0025,0.61,0.23,0.13,53.56,0.60,0.11,10.00,163.38,1.00,74126.00,34838.00,0.20,55136.00,5.00,2510.00,49.00,0.25,4895.00,7.00,0.63,30.00,13784.00,1.33,0.60,90896.00,6758.00,4.09,5705.00,7801.00,0.05,3923.00,0.26,0.10
844.00,417291.99,3.00,843.00,578.34,1463.03,2431902.98,8616111.50,0.04,0.90,2.90,1.40,0.0025,0.79,0.27,0.10,57.03,0.45,0.12,5.00,145.11,1.00,145104.00,72035.00,0.15,25597.00,3.00,2196.00,60.00,0.27,4882.00,13.00,0.61,18.00,14821.00,2.50,0.88,99490.00,6924.00,8.31,3933.00,5197.00,0.05,4803.00,0.26,0.12
845.00,-429497.26,4.00,844.00,389.67,1363.89,1523193.61,3616402.22,0.03,0.64,3.00,0.80,0.0025,0.64,0.21,0.08,46.07,0.60,0.08,7.00,154.59,1.00,72073.00,75243.00,0.14,32844.00,4.00,1702.00,58.00,0.26,5589.00,2.00,0.52,25.00,14894.00,2.28,0.74,97813.00,6629.00,5.52,5970.00,5931.00,0.05,5318.00,0.17,0.08
846.00,-141466.43,4.00,845.00,236.80,885.51,2197644.42,4869185.35,0.05,0.69,3.10,1.50,0.0026,0.90,0.22,0.05,54.15,0.41,0.08,4.00,157.67,1.00,118721.00,48489.00,0.15,57156.00,5.00,1931.00,49.00,0.24,4734.00,4.00,0.46,16.00,14688.00,1.62,0.67,105612.00,6707.00,6.76,4523.00,6734.00,0.05,4874.00,0.30,0.07
847.00,-98796.74,4.00,846.00,390.11,1240.04,1411005.87,3127950.62,0.03,0.86,2.30,1.00,0.0025,0.71,0.24,0.07,43.90,0.54,0.05,4.00,110.18,1.00,158567.00,70175.00,0.14,33235.00,4.00,1719.00,45.00,0.30,6199.00,11.00,0.36,20.00,15229.00,1.51,0.67,109542.00,5590.00,7.55,5378.00,5969.00,0.05,4808.00,0.26,0.10
848.00,-242527.14,4.00,847.00,241.37,657.65,1119111.59,3037606.38,0.04,0.83,3.20,1.10,0.0024,0.83,0.28,0.07,50.82,0.36,0.10,3.00,164.81,1.00,122636.00,58950.00,0.17,29888.00,4.00,1683.00,41.00,0.26,5730.00,6.00,0.58,25.00,15551.00,2.03,0.80,109786.00,6621.00,6.38,6298.00,6372.00,0.04,3732.00,0.19,0.08
849.00,452609.53,3.00,848.00,673.09,2214.94,3025068.51,8823230.70,0.04,0.88,2.30,1.10,0.0025,0.78,0.27,0.03,44.20,0.60,0.11,6.00,142.99,1.00,97591.00,56585.00,0.19,46835.00,3.00,602.00,51.00,0.21,5541.00,13.00,0.57,19.00,14951.00,2.56,0.75,98635.00,5927.00,8.90,5300.00,6208.00,0.04,4512.00,0.23,0.08
850.00,696409.33,4.00,849.00,651.01,2615.56,5811563.25,14281075.84,0.05,0.71,3.50,1.20,0.0024,0.88,0.17,0.10,41.27,0.52,0.16,6.00,168.50,1.00,115287.00,64441.00,0.09,47027.00,5.00,2910.00,42.00,0.15,4688.00,7.00,0.51,10.00,14527.00,2.41,0.71,96412.00,6056.00,6.66,5522.00,6917.00,0.05,6020.00,0.19,0.13
851.00,4504.00,4.00,850.00,209.97,664.39,1575847.17,3991512.76,0.07,0.80,2.40,1.10,0.0025,1.07,0.26,0.05,48.26,0.44,0.08,3.00,111.37,1.00,114714.00,47480.00,0.15,37568.00,3.00,2138.00,53.00,0.18,4980.00,8.00,0.66,27.00,15129.00,1.73,0.71,82116.00,5518.00,6.39,4705.00,4392.00,0.06,5496.00,0.27,0.09
852.00,114857.79,4.00,851.00,624.39,1468.95,1337846.68,5157584.59,0.02,0.88,2.40,1.50,0.0025,0.55,0.28,0.11,42.84,0.51,0.14,6.00,150.20,1.00,78006.00,34866.00,0.22,29958.00,6.00,2201.00,57.00,0.21,4116.00,14.00,0.64,14.00,16949.00,2.72,0.85,89311.00,5810.00,2.50,3825.00,6458.00,0.05,5498.00,0.12,0.08
853.00,540935.35,4.00,852.00,576.73,948.52,1715605.68,9754013.40,0.05,0.91,2.40,1.10,0.0025,1.01,0.36,0.14,59.40,0.59,0.08,4.00,195.88,1.00,105111.00,59955.00,0.16,50875.00,5.00,2479.00,72.00,0.27,5477.00,14.00,0.55,19.00,14791.00,2.17,0.77,111705.00,6188.00,5.23,4749.00,4821.00,0.05,4415.00,0.35,0.11
854.00,-112008.58,4.00,853.00,362.28,863.05,1363591.13,4873656.86,0.04,0.85,2.40,1.10,0.0024,0.90,0.24,0.15,52.35,0.69,0.08,4.00,132.73,1.00,79795.00,53531.00,0.16,31036.00,3.00,2522.00,47.00,0.28,4501.00,14.00,0.59,12.00,14195.00,2.75,0.82,107121.00,7255.00,5.36,5052.00,4427.00,0.06,4621.00,0.31,0.09
855.00,-877988.23,9.00,854.00,-15.51,-36.73,-108567.29,-1614262.68,0.07,0.63,3.10,1.30,0.0026,1.08,0.25,0.14,46.30,0.24,0.09,2.00,156.02,1.00,16711.00,32087.00,0.18,28238.00,4.00,2198.00,53.00,0.21,4643.00,9.00,0.52,24.00,15353.00,2.38,0.72,93347.00,6120.00,9.85,4843.00,5775.00,0.05,4267.00,0.28,0.09
856.00,-488006.26,5.00,855.00,121.98,454.80,696372.59,871765.73,0.04,0.82,3.00,1.10,0.0024,0.76,0.19,0.09,52.09,0.36,0.09,3.00,148.75,1.00,62911.00,36520.00,0.17,44363.00,4.00,2392.00,48.00,0.25,4838.00,13.00,0.54,20.00,16473.00,2.51,0.81,93941.00,6290.00,3.70,5128.00,5938.00,0.04,3436.00,0.21,0.11
857.00,-572934.41,9.00,856.00,120.45,377.84,248934.27,-221212.06,0.02,0.87,2.70,1.20,0.0024,0.40,0.21,0.11,50.71,0.40,0.05,4.00,155.35,1.00,71913.00,85780.00,0.14,36507.00,1.00,2951.00,54.00,0.29,5249.00,12.00,0.54,18.00,14413.00,2.39,0.73,97746.00,6367.00,4.36,4396.00,5686.00,0.06,5341.00,0.27,0.05
858.00,-515488.05,5.00,857.00,85.14,328.90,590688.94,187602.33,0.05,0.77,2.80,0.90,0.0027,0.84,0.23,0.03,49.05,0.31,0.10,1.00,146.12,1.00,117097.00,47243.00,0.18,19236.00,5.00,2481.00,54.00,0.23,4771.00,2.00,0.63,17.00,15031.00,2.01,0.75,97607.00,6828.00,3.37,6265.00,6386.00,0.05,5073.00,0.19,0.09
859.00,-544604.71,9.00,858.00,47.98,215.31,498706.05,-52511.80,0.06,0.83,3.10,1.00,0.0025,0.95,0.17,0.07,59.50,0.26,0.08,1.00,148.60,1.00,90816.00,30361.00,0.14,29742.00,4.00,1222.00,57.00,0.27,4615.00,12.00,0.48,18.00,13135.00,1.35,0.91,106130.00,5718.00,5.31,4980.00,7289.00,0.05,4806.00,0.19,0.12
860.00,1002647.36,3.00,859.00,468.57,1066.79,3531789.54,15572913.07,0.08,0.84,3.00,1.20,0.0024,1.23,0.30,0.10,58.06,0.55,0.10,4.00,165.37,1.00,94260.00,41093.00,0.12,61904.00,4.00,2567.00,49.00,0.27,4158.00,9.00,0.48,20.00,14652.00,4.05,0.75,76439.00,5993.00,8.08,5050.00,4927.00,0.06,6226.00,0.18,0.10
861.00,506039.15,3.00,860.00,516.77,1406.99,2127824.89,7235321.89,0.03,0.87,3.50,1.30,0.0026,0.67,0.21,0.15,49.89,0.49,0.08,6.00,132.37,1.00,118481.00,40177.00,0.20,53802.00,4.00,2993.00,44.00,0.22,4598.00,10.00,0.62,24.00,16437.00,2.48,0.76,91166.00,4606.00,3.79,4855.00,6652.00,0.06,5023.00,0.29,0.07
862.00,-205330.87,4.00,861.00,216.41,915.61,1832215.36,3391880.57,0.04,0.81,3.60,1.20,0.0025,0.79,0.21,0.03,57.34,0.43,0.09,3.00,152.00,1.00,88545.00,39826.00,0.17,44317.00,4.00,1736.00,45.00,0.28,5885.00,9.00,0.47,24.00,15341.00,1.83,0.87,94907.00,6711.00,6.16,5585.00,6657.00,0.05,4877.00,0.21,0.10
863.00,14615.36,4.00,862.00,462.73,1214.71,1466807.55,4499344.30,0.03,0.90,2.90,1.20,0.0025,0.66,0.28,0.08,54.69,0.46,0.07,4.00,173.43,1.00,124109.00,63696.00,0.16,43756.00,4.00,2971.00,53.00,0.24,5141.00,12.00,0.50,25.00,16098.00,3.19,0.78,103523.00,5944.00,8.32,5755.00,6463.00,0.04,4492.00,0.29,0.09
864.00,181153.57,4.00,863.00,416.07,1091.69,1781186.90,5910667.34,0.04,0.80,3.00,1.00,0.0026,0.81,0.27,0.09,54.70,0.37,0.11,6.00,134.73,1.00,118252.00,61304.00,0.18,44660.00,4.00,3113.00,51.00,0.20,4826.00,17.00,0.41,10.00,16454.00,1.60,0.71,85811.00,5618.00,6.05,4454.00,5847.00,0.06,4915.00,0.24,0.10
865.00,-262479.25,4.00,864.00,308.95,1197.15,1665789.12,3255202.37,0.04,0.76,2.00,1.10,0.0026,0.79,0.17,0.11,49.73,0.49,0.11,5.00,126.16,1.00,105233.00,58665.00,0.16,29129.00,5.00,2328.00,58.00,0.19,5763.00,8.00,0.49,13.00,14322.00,2.05,0.83,109132.00,5758.00,6.60,5098.00,5226.00,0.05,4948.00,0.24,0.10
866.00,56402.86,4.00,865.00,391.88,1229.25,1658674.81,4576542.26,0.03,0.87,2.90,1.20,0.0026,0.67,0.21,0.11,51.44,0.51,0.07,5.00,148.22,1.00,74337.00,36268.00,0.15,37990.00,4.00,4051.00,63.00,0.22,5845.00,14.00,0.45,19.00,13319.00,2.31,0.79,92422.00,5644.00,6.22,5924.00,6769.00,0.03,4066.00,0.15,0.11
867.00,-232467.89,4.00,866.00,335.51,913.47,821407.05,2105748.39,0.02,0.81,2.90,0.90,0.0024,0.58,0.21,0.15,40.73,0.36,0.10,7.00,142.86,1.00,78243.00,25131.00,0.12,37107.00,3.00,3368.00,33.00,0.18,5562.00,11.00,0.67,15.00,14053.00,2.73,0.93,91136.00,5264.00,8.28,4520.00,6272.00,0.05,4079.00,0.29,0.10
868.00,-55174.70,4.00,867.00,475.37,1252.55,1154016.34,3558862.95,0.03,0.89,2.90,0.50,0.0025,0.65,0.25,0.11,45.74,0.46,0.12,4.00,175.89,1.00,80407.00,45004.00,0.15,34267.00,3.00,1806.00,64.00,0.24,4227.00,10.00,0.43,23.00,14413.00,2.45,0.56,75745.00,7085.00,4.82,5267.00,5143.00,0.05,6464.00,0.18,0.11
869.00,1359071.64,3.00,868.00,672.48,1453.81,4087074.04,19053746.94,0.06,0.83,3.30,1.30,0.0024,1.09,0.34,0.08,54.72,0.51,0.10,8.00,127.62,1.00,129587.00,52008.00,0.13,42053.00,4.00,2893.00,48.00,0.25,4646.00,9.00,0.53,19.00,15650.00,1.88,0.73,90340.00,6520.00,4.69,5092.00,6467.00,0.05,7069.00,0.24,0.11
870.00,286039.09,3.00,869.00,417.86,1875.17,3166239.60,6212331.53,0.04,0.89,3.20,1.30,0.0025,0.72,0.17,0.07,47.14,0.48,0.12,3.00,161.51,1.00,122525.00,61060.00,0.18,40519.00,5.00,3901.00,63.00,0.25,4242.00,13.00,0.44,20.00,14509.00,1.56,0.81,85397.00,6127.00,7.39,4677.00,4949.00,0.04,4602.00,0.17,0.07
871.00,211817.28,4.00,870.00,426.74,844.29,1403382.94,6251202.76,0.04,0.81,3.10,1.00,0.0024,0.89,0.31,0.13,44.31,0.35,0.10,7.00,132.19,1.00,130320.00,65845.00,0.12,42041.00,4.00,2795.00,52.00,0.27,4888.00,8.00,0.42,20.00,14827.00,2.92,0.76,101838.00,5767.00,1.12,5639.00,5893.00,0.05,5026.00,0.22,0.11
872.00,149555.64,4.00,871.00,621.30,1537.91,1861073.71,6970839.10,0.03,0.80,3.10,1.20,0.0024,0.67,0.32,0.06,54.92,0.58,0.11,7.00,141.15,1.00,94494.00,83423.00,0.08,32434.00,4.00,241.00,54.00,0.24,4955.00,7.00,0.50,19.00,16438.00,2.19,0.85,110003.00,5636.00,8.21,5625.00,5791.00,0.05,5861.00,0.34,0.09
873.00,-286934.94,4.00,872.00,280.45,504.08,557264.59,2059636.45,0.02,0.85,2.90,1.40,0.0025,0.65,0.38,0.10,52.36,0.49,0.09,3.00,179.80,1.00,72561.00,61740.00,0.14,38680.00,3.00,1800.00,45.00,0.22,5692.00,10.00,0.54,26.00,12562.00,2.71,0.88,84364.00,6509.00,5.89,5350.00,6458.00,0.05,4499.00,0.23,0.15
874.00,-567582.29,9.00,873.00,120.95,284.86,224127.30,-449166.97,0.02,0.89,3.00,1.30,0.0025,0.46,0.29,0.10,54.20,0.79,0.09,0.00,176.33,1.00,111852.00,60554.00,0.10,57382.00,4.00,2445.00,45.00,0.25,5262.00,13.00,0.54,23.00,15954.00,2.32,0.83,90751.00,6550.00,9.06,5803.00,6809.00,0.04,6020.00,0.26,0.09
875.00,21230.47,4.00,874.00,502.69,998.34,1046866.17,4277446.67,0.02,0.86,3.60,1.30,0.0024,0.58,0.32,0.12,54.70,0.47,0.12,6.00,129.60,1.00,107712.00,40788.00,0.16,32005.00,5.00,2230.00,40.00,0.26,4474.00,12.00,0.48,17.00,14489.00,2.29,0.78,99194.00,6034.00,6.98,4370.00,6178.00,0.04,4865.00,0.26,0.10
876.00,-586032.65,9.00,875.00,135.33,334.00,243425.99,-71649.16,0.02,0.89,2.60,1.30,0.0025,0.46,0.36,0.03,53.15,0.46,0.09,3.00,158.00,1.00,79414.00,80000.00,0.12,33406.00,4.00,3251.00,51.00,0.24,5252.00,12.00,0.62,23.00,15464.00,1.16,0.83,106509.00,5460.00,6.43,4989.00,5841.00,0.05,4129.00,0.20,0.06
877.00,-168052.73,4.00,876.00,289.36,683.29,1244560.54,4388099.66,0.04,0.63,3.50,1.40,0.0024,0.81,0.30,0.09,53.92,0.40,0.09,6.00,152.80,1.00,87347.00,45944.00,0.13,40531.00,4.00,3283.00,43.00,0.22,5316.00,13.00,0.49,5.00,16467.00,2.69,0.56,79549.00,6270.00,7.07,4921.00,6764.00,0.05,4580.00,0.25,0.09
878.00,-15902.94,4.00,877.00,282.23,741.41,1452935.65,4432704.20,0.04,0.79,3.60,1.20,0.0025,0.83,0.26,0.10,47.94,0.48,0.11,3.00,141.09,1.00,133863.00,28293.00,0.11,50880.00,3.00,3417.00,52.00,0.25,4550.00,9.00,0.50,11.00,16216.00,1.21,0.50,101419.00,6620.00,6.08,5192.00,6063.00,0.06,5210.00,0.26,0.09
879.00,981840.53,3.00,878.00,607.67,2733.89,6673630.12,14734840.67,0.05,0.82,3.10,1.40,0.0026,0.89,0.19,0.04,52.34,0.61,0.11,6.00,144.48,1.00,104975.00,47961.00,0.09,37069.00,5.00,3672.00,43.00,0.21,5183.00,10.00,0.43,26.00,16714.00,2.84,0.90,121370.00,6375.00,3.92,4371.00,6681.00,0.05,4952.00,0.20,0.11
880.00,-738773.03,9.00,879.00,-41.81,-137.51,-125953.70,-1772936.56,0.02,0.86,2.60,1.20,0.0025,0.53,0.18,0.14,43.66,0.45,0.11,0.00,126.02,1.00,101086.00,57302.00,0.15,38490.00,5.00,2539.00,50.00,0.21,5568.00,11.00,0.54,15.00,17188.00,3.20,0.81,110831.00,5500.00,8.54,5789.00,5384.00,0.05,4786.00,0.23,0.08
881.00,27387.29,4.00,880.00,369.20,838.63,1346677.51,5185750.64,0.04,0.84,2.30,1.20,0.0024,0.91,0.29,0.11,46.31,0.52,0.12,4.00,139.69,1.00,91805.00,32645.00,0.12,29676.00,4.00,1965.00,41.00,0.26,4952.00,7.00,0.68,19.00,15291.00,1.86,0.53,94583.00,6304.00,6.82,3706.00,6850.00,0.05,4388.00,0.27,0.08
882.00,385984.83,4.00,881.00,382.72,1172.11,3221892.21,9790883.79,0.07,0.88,3.20,1.00,0.0026,1.05,0.24,0.08,52.92,0.56,0.10,3.00,172.40,1.00,110935.00,69911.00,0.16,21824.00,3.00,3947.00,60.00,0.29,5278.00,14.00,0.53,18.00,15358.00,2.20,0.63,109281.00,5866.00,2.59,5292.00,6213.00,0.05,4139.00,0.27,0.15
883.00,919336.07,3.00,882.00,875.69,2383.92,3766726.00,13759043.70,0.03,0.84,3.50,1.40,0.0025,0.70,0.27,0.08,46.35,0.56,0.13,7.00,164.10,1.00,102653.00,32969.00,0.17,38759.00,3.00,3025.00,54.00,0.21,4992.00,10.00,0.65,11.00,15683.00,1.53,0.63,89499.00,6472.00,5.42,5943.00,6501.00,0.05,5616.00,0.22,0.11
884.00,-180837.18,4.00,883.00,561.43,1657.23,1187191.34,2856615.83,0.02,0.87,3.00,1.20,0.0025,0.40,0.24,0.09,48.01,0.46,0.14,6.00,142.08,1.00,95700.00,48181.00,0.13,42039.00,5.00,3327.00,43.00,0.27,4711.00,12.00,0.42,14.00,12886.00,1.22,0.76,98658.00,6404.00,8.67,5102.00,5038.00,0.04,5039.00,0.32,0.11
885.00,-402300.18,4.00,884.00,96.54,219.84,446569.59,943087.19,0.05,0.80,2.90,1.20,0.0028,0.88,0.26,0.14,50.41,0.46,0.07,1.00,142.23,1.00,105009.00,47468.00,0.15,43856.00,4.00,1207.00,44.00,0.24,4891.00,11.00,0.54,27.00,15625.00,2.25,0.79,93682.00,5741.00,4.40,5106.00,6649.00,0.05,4263.00,0.20,0.07
886.00,-158976.02,4.00,885.00,237.14,1079.81,2194917.73,3909371.80,0.04,0.80,3.80,1.20,0.0025,0.77,0.15,0.10,44.07,0.55,0.06,3.00,163.96,1.00,92671.00,55555.00,0.12,41330.00,5.00,2533.00,45.00,0.22,4609.00,7.00,0.53,19.00,15531.00,1.93,0.79,107941.00,5202.00,7.76,4510.00,6831.00,0.05,4786.00,0.28,0.09
887.00,-421625.54,4.00,886.00,159.01,726.78,1395499.31,2020593.20,0.04,0.83,3.40,1.20,0.0026,0.76,0.18,0.05,49.38,0.46,0.07,3.00,146.47,1.00,55972.00,50341.00,0.14,38290.00,4.00,3127.00,55.00,0.26,5081.00,10.00,0.57,25.00,14687.00,1.59,0.65,98281.00,6995.00,7.30,3874.00,6255.00,0.05,4879.00,0.29,0.11
888.00,-172756.20,4.00,887.00,244.19,794.21,1539272.45,3658149.07,0.05,0.88,2.80,1.10,0.0025,0.90,0.21,0.10,55.47,0.54,0.10,2.00,169.12,1.00,91650.00,48804.00,0.15,34695.00,5.00,5371.00,51.00,0.30,4830.00,14.00,0.57,28.00,13340.00,2.44,0.57,101854.00,6159.00,3.23,4640.00,6237.00,0.05,4640.00,0.22,0.10
889.00,751486.28,3.00,888.00,692.35,1633.20,2595275.73,10443412.24,0.03,0.90,3.90,1.00,0.0026,0.72,0.26,0.13,45.72,0.67,0.08,5.00,153.85,1.00,112483.00,50620.00,0.13,44091.00,4.00,3277.00,50.00,0.24,5114.00,16.00,0.53,21.00,14178.00,1.83,0.92,85541.00,6516.00,7.30,3648.00,6276.00,0.06,5899.00,0.28,0.11
890.00,-257085.90,4.00,889.00,287.51,1028.40,1376570.31,2802518.46,0.03,0.86,3.40,1.30,0.0025,0.61,0.23,0.05,50.83,0.57,0.09,3.00,143.87,1.00,95058.00,60466.00,0.10,48928.00,3.00,2423.00,43.00,0.28,5140.00,13.00,0.51,20.00,15827.00,2.65,0.66,101195.00,6347.00,7.60,5982.00,5375.00,0.06,4389.00,0.28,0.11
891.00,-667921.89,5.00,890.00,80.50,140.19,267512.65,501386.31,0.05,0.68,3.20,0.90,0.0024,0.99,0.34,0.14,52.71,0.43,0.09,3.00,144.22,1.00,35947.00,64372.00,0.13,40105.00,4.00,2840.00,38.00,0.24,5274.00,5.00,0.68,19.00,14955.00,2.24,0.68,83535.00,6171.00,8.49,6840.00,5475.00,0.05,5363.00,0.21,0.10
892.00,-489528.23,9.00,891.00,45.40,149.84,510568.86,-155867.93,0.06,0.76,3.90,1.50,0.0027,0.99,0.24,0.06,48.33,0.54,0.10,0.00,178.38,1.00,115459.00,74438.00,0.10,35818.00,3.00,3212.00,50.00,0.24,4287.00,11.00,0.52,24.00,14193.00,1.91,0.71,83205.00,6242.00,6.84,4650.00,6375.00,0.05,6330.00,0.25,0.15
893.00,1305854.13,3.00,892.00,892.51,3123.91,4736553.81,13138171.02,0.04,0.88,3.20,1.10,0.0025,0.72,0.21,0.08,50.68,0.46,0.12,6.00,175.97,1.00,181426.00,33913.00,0.11,50471.00,5.00,532.00,29.00,0.20,4623.00,10.00,0.55,23.00,15079.00,1.99,0.76,81513.00,6056.00,7.13,4782.00,7311.00,0.05,4904.00,0.28,0.08
894.00,-310054.57,4.00,893.00,122.48,473.83,1274959.25,2254803.43,0.05,0.77,3.60,1.30,0.0026,0.92,0.19,0.08,50.73,0.73,0.10,1.00,139.78,1.00,101228.00,42236.00,0.16,43606.00,4.00,3469.00,49.00,0.33,5082.00,9.00,0.43,19.00,15935.00,2.37,0.57,99744.00,5361.00,3.95,5873.00,5431.00,0.05,4348.00,0.27,0.07
895.00,-109096.23,4.00,894.00,301.04,735.82,1094941.27,3153611.10,0.03,0.89,3.60,1.00,0.0025,0.73,0.26,0.12,57.48,0.36,0.08,3.00,141.33,1.00,135807.00,34075.00,0.13,48691.00,6.00,2704.00,55.00,0.27,4619.00,14.00,0.54,21.00,14679.00,2.76,0.79,100720.00,6374.00,9.54,5257.00,5415.00,0.05,4547.00,0.25,0.10
896.00,496089.68,4.00,895.00,401.12,1079.51,2929206.27,10410311.77,0.05,0.72,3.90,1.20,0.0025,0.97,0.22,0.14,60.64,0.41,0.12,7.00,126.73,1.00,96945.00,54630.00,0.12,27048.00,1.00,2473.00,56.00,0.27,5400.00,6.00,0.50,17.00,14874.00,2.58,0.74,86323.00,6412.00,9.55,5724.00,6917.00,0.05,4253.00,0.26,0.10
897.00,-800159.36,5.00,896.00,105.63,356.35,978856.24,1561137.76,0.06,0.41,3.40,1.10,0.0025,1.02,0.21,0.09,47.94,0.39,0.08,5.00,167.17,1.00,83091.00,66712.00,0.20,43838.00,4.00,1804.00,42.00,0.23,5353.00,2.00,0.52,17.00,16334.00,2.06,0.70,87840.00,6297.00,9.01,6010.00,4698.00,0.05,5107.00,0.23,0.14
898.00,-70259.58,4.00,897.00,328.18,750.56,1217158.59,4307352.78,0.04,0.68,3.00,1.10,0.0023,0.87,0.25,0.15,47.52,0.49,0.08,5.00,128.68,1.00,106865.00,78103.00,0.13,24480.00,4.00,3272.00,56.00,0.30,5200.00,5.00,0.40,16.00,14678.00,2.44,0.75,65526.00,6759.00,5.04,4243.00,5970.00,0.04,4115.00,0.19,0.10
899.00,553613.58,3.00,898.00,493.17,1342.58,2575734.40,8925721.56,0.04,0.85,3.00,1.30,0.0027,0.82,0.27,0.08,51.14,0.56,0.08,5.00,149.05,1.00,102175.00,19598.00,0.21,31292.00,6.00,2162.00,52.00,0.24,5325.00,13.00,0.44,18.00,14242.00,2.41,0.79,89689.00,5652.00,7.32,7074.00,6409.00,0.06,4514.00,0.27,0.10
900.00,-171748.87,4.00,899.00,376.86,1079.36,1202649.09,3200773.89,0.03,0.72,2.60,1.20,0.0025,0.64,0.23,0.11,51.80,0.49,0.13,5.00,135.50,1.00,103064.00,53778.00,0.16,24676.00,3.00,2291.00,38.00,0.23,5509.00,6.00,0.43,15.00,14759.00,2.40,0.57,84713.00,5598.00,4.31,5137.00,6919.00,0.06,4306.00,0.16,0.15
901.00,268375.68,4.00,900.00,636.49,2016.63,2436935.92,6902321.65,0.02,0.88,3.20,1.90,0.0025,0.52,0.25,0.06,48.61,0.64,0.12,5.00,142.31,1.00,108048.00,54873.00,0.20,64021.00,4.00,2415.00,49.00,0.24,4450.00,12.00,0.58,14.00,15159.00,2.31,0.73,101739.00,5814.00,6.83,4745.00,7290.00,0.05,5652.00,0.32,0.10
902.00,-827790.09,9.00,901.00,-35.85,-124.29,-61787.20,-1447910.21,0.01,0.88,2.90,1.30,0.0024,0.24,0.19,0.11,56.69,0.57,0.11,4.00,120.50,1.00,61298.00,43139.00,0.16,28707.00,4.00,3422.00,71.00,0.24,4866.00,8.00,0.47,26.00,15584.00,2.56,0.77,110059.00,6893.00,5.39,6265.00,5175.00,0.06,5512.00,0.21,0.09
903.00,-350287.89,4.00,902.00,402.03,1054.86,988429.18,2474399.84,0.02,0.77,2.70,1.30,0.0026,0.53,0.27,0.09,55.58,0.58,0.07,4.00,165.98,1.00,112994.00,43129.00,0.19,37842.00,4.00,3212.00,53.00,0.29,5493.00,11.00,0.60,4.00,15176.00,1.90,0.55,91562.00,6537.00,7.98,5379.00,7931.00,0.05,5392.00,0.28,0.11
904.00,101416.71,4.00,903.00,440.34,1155.35,1803214.67,6386291.27,0.04,0.85,2.80,1.30,0.0026,0.76,0.27,0.09,52.15,0.44,0.08,6.00,156.88,1.00,80556.00,52588.00,0.15,53704.00,4.00,1023.00,38.00,0.24,5362.00,10.00,0.53,24.00,14363.00,3.38,0.66,99723.00,5544.00,6.44,5223.00,6427.00,0.05,4253.00,0.24,0.10
905.00,1169222.21,3.00,904.00,662.93,1886.63,4926323.83,17284500.24,0.05,0.86,3.10,1.50,0.0024,1.00,0.24,0.10,58.54,0.48,0.11,6.00,161.45,1.00,125884.00,63365.00,0.13,48936.00,4.00,3105.00,46.00,0.25,4906.00,12.00,0.52,17.00,16144.00,1.29,0.77,87751.00,5543.00,7.84,4311.00,6316.00,0.05,5897.00,0.28,0.11
906.00,-207054.44,4.00,905.00,368.13,778.56,679299.50,2069807.68,0.02,0.87,2.90,1.10,0.0026,0.54,0.29,0.13,53.13,0.48,0.08,3.00,148.74,1.00,108255.00,36481.00,0.16,59565.00,4.00,2747.00,49.00,0.24,5513.00,10.00,0.58,17.00,16409.00,2.05,0.68,81787.00,6250.00,5.61,4585.00,5466.00,0.05,5719.00,0.25,0.10
907.00,-159184.22,4.00,906.00,134.89,501.31,1467521.26,2848686.47,0.07,0.73,3.10,1.00,0.0026,1.08,0.23,0.04,51.64,0.35,0.09,2.00,140.92,1.00,104715.00,68009.00,0.16,24996.00,4.00,2898.00,37.00,0.25,5182.00,12.00,0.48,21.00,14428.00,2.11,0.76,78926.00,5888.00,6.16,5716.00,5618.00,0.05,5339.00,0.17,0.10
908.00,-512122.47,5.00,907.00,141.98,467.22,572784.35,501261.32,0.03,0.85,2.90,1.40,0.0023,0.65,0.25,0.05,58.20,0.47,0.09,2.00,163.61,1.00,78557.00,60920.00,0.15,36312.00,6.00,2387.00,48.00,0.24,5013.00,8.00,0.50,26.00,11916.00,2.66,0.68,94772.00,5611.00,4.53,4890.00,6429.00,0.05,5949.00,0.32,0.11
