,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
824.00,-92194.62,4.00,481470.81,359.43,767.18,1107732.42,4229948.58,3662758.73,0.03,0.79,3.20,0.32,0.63,0.32,0.57,0.11,134.55,3369.00,49.00,0.22,5271.00,9.00,0.47,15.00,6042.00,105000.00,28590.68,72377.16,157920.00,3346.65,399304.00,184066.72,60000.00,68058.08,1078663.28
825.00,-44906.05,4.00,412585.20,408.66,962.49,1083741.26,3683779.46,2971933.15,0.03,0.90,2.90,0.28,0.59,0.29,0.56,0.06,148.37,1788.00,59.00,0.28,5060.00,10.00,0.66,21.00,6447.00,105000.00,15173.68,42738.78,78648.00,2583.48,399304.00,183324.21,60000.00,66496.90,953269.06
826.00,-258291.27,4.00,485956.06,210.83,654.53,1038556.37,2227445.60,2868567.29,0.03,0.79,3.70,0.31,0.59,0.22,0.28,0.10,160.31,2908.00,56.00,0.23,4820.00,8.00,0.39,17.00,4778.00,105000.00,24678.45,60971.07,94872.00,2801.93,399304.00,184192.05,60000.00,59522.03,991341.53
827.00,161591.97,4.00,395126.77,404.17,862.67,1454519.16,6041075.63,3990159.07,0.04,0.86,2.50,0.31,0.79,0.32,0.46,0.13,150.77,2579.00,47.00,0.23,3950.00,14.00,0.46,19.00,5225.00,105000.00,21886.43,54238.24,63048.00,2857.93,399304.00,183875.44,60000.00,63581.34,953791.38
828.00,-22079.59,4.00,439495.99,311.84,645.43,1105270.90,4370689.31,3765388.08,0.04,0.79,3.70,0.32,0.67,0.33,0.55,0.08,134.83,3531.00,56.00,0.30,5250.00,8.00,0.31,22.00,4559.00,105000.00,29965.48,66410.40,142920.00,3680.11,399304.00,184590.76,60000.00,64408.28,1056279.03
829.00,408038.93,3.00,346926.82,511.92,1456.87,2476439.69,8201070.19,4506924.06,0.04,0.90,2.80,0.31,0.72,0.24,0.52,0.15,149.33,1110.00,48.00,0.29,4866.00,14.00,0.58,24.00,4110.00,97500.00,4617.60,29974.56,30600.00,1077.00,193800.00,129962.00,25000.00,35899.70,548430.86
830.00,-302743.87,4.00,507952.27,237.32,558.94,740926.87,1969117.62,2665614.50,0.03,0.83,3.60,0.30,0.57,0.29,0.43,0.09,113.95,3807.00,42.00,0.25,4475.00,14.00,0.50,13.00,4946.00,105000.00,32307.72,66101.12,94872.00,2900.80,399304.00,183942.55,60000.00,59579.98,1004008.17
831.00,-422749.09,4.00,501886.79,212.18,690.10,567244.13,555184.00,1918794.95,0.02,0.90,2.80,0.29,0.40,0.21,0.20,0.11,158.81,1944.00,55.00,0.20,4459.00,16.00,0.47,26.00,5602.00,105000.00,16497.56,37662.50,46824.00,1706.35,399304.00,182888.01,60000.00,57078.67,906961.09
832.00,-172490.60,4.00,432016.91,372.02,977.29,944485.56,2541870.44,2628919.72,0.02,0.89,2.70,0.31,0.48,0.26,0.44,0.10,149.87,2700.00,45.00,0.31,5196.00,9.00,0.56,34.00,5209.00,105000.00,22913.28,54703.49,46824.00,2347.56,399304.00,183188.89,60000.00,60748.82,935030.04
833.00,178407.59,4.00,419382.90,316.17,938.91,2197216.16,6673960.54,4595900.22,0.06,0.80,2.70,0.31,0.89,0.23,0.44,0.09,158.11,2224.00,50.00,0.18,5398.00,11.00,0.41,20.00,5144.00,105000.00,18873.75,79959.49,94872.00,3235.84,399304.00,184349.00,60000.00,64953.49,1010547.59
834.00,-31043.79,4.00,407142.56,526.97,1499.70,1360380.23,3834577.34,3043140.87,0.02,0.90,2.70,0.29,0.47,0.24,0.65,0.12,136.25,2986.00,47.00,0.30,4388.00,14.00,0.45,20.00,4122.00,105000.00,25340.39,46196.86,78648.00,2654.88,399304.00,182995.26,60000.00,59847.19,959986.58
835.00,205099.70,4.00,415462.19,345.37,813.42,1801021.40,6922952.46,4334145.58,0.06,0.86,2.60,0.30,0.92,0.29,0.38,0.13,153.76,2666.00,48.00,0.29,4582.00,10.00,0.48,25.00,5118.00,105000.00,22624.74,62916.36,63048.00,2934.92,399304.00,184226.21,60000.00,62677.58,962731.82
836.00,188217.13,4.00,445019.30,409.67,1119.24,2136867.34,7123240.94,4450698.44,0.06,0.85,1.80,0.31,0.91,0.25,0.51,0.13,141.00,2906.00,59.00,0.28,5910.00,11.00,0.53,19.00,5907.00,105000.00,24661.48,56310.48,94872.00,2758.03,399304.00,183569.72,60000.00,65105.12,991580.82
837.00,148197.21,4.00,405587.10,366.57,1001.48,1858383.30,6042910.97,4203375.79,0.04,0.82,3.60,0.31,0.69,0.25,0.47,0.13,144.30,2291.00,57.00,0.28,5604.00,9.00,0.40,21.00,4876.00,105000.00,19442.34,70888.36,111096.00,3563.64,399304.00,184456.55,60000.00,65228.28,1018979.17
838.00,-20216.94,4.00,473593.02,360.70,985.44,1608028.47,5040136.02,4081863.92,0.04,0.77,2.40,0.31,0.75,0.25,0.57,0.14,126.36,2372.00,45.00,0.24,5651.00,12.00,0.43,13.00,4884.00,105000.00,20129.74,77595.01,126696.00,3095.05,399304.00,183681.19,60000.00,62820.04,1038321.03
839.00,446452.03,3.00,343835.87,477.22,1715.51,3288805.75,8699366.84,5075472.86,0.05,0.84,2.40,0.31,0.80,0.19,0.56,0.11,167.24,818.00,52.00,0.23,4592.00,8.00,0.42,24.00,4619.00,97500.00,3402.88,18919.04,46200.00,1026.91,193800.00,129870.45,25000.00,37323.19,553042.47
840.00,-3983.98,4.00,416987.41,391.22,921.41,1208695.43,4287521.04,3431453.72,0.03,0.84,3.20,0.30,0.60,0.29,0.55,0.10,143.60,1209.00,41.00,0.28,5568.00,11.00,0.51,17.00,5157.00,105000.00,10260.06,76455.32,94872.00,3042.63,399304.00,183758.54,60000.00,64443.26,997135.81
841.00,-74793.61,4.00,474082.98,384.42,937.72,1260022.91,4268404.84,3449359.29,0.03,0.84,2.90,0.29,0.65,0.28,0.46,0.12,156.99,2257.00,51.00,0.22,4539.00,7.00,0.66,14.00,4366.00,105000.00,19153.80,52695.97,141696.00,2690.49,399304.00,183584.24,60000.00,60493.40,1024617.91
842.00,-52967.65,4.00,422012.99,424.15,934.51,1063608.06,3819232.03,3072027.89,0.03,0.90,2.40,0.31,0.61,0.31,0.45,0.08,180.51,3937.00,57.00,0.26,4129.00,9.00,0.54,19.00,5250.00,105000.00,33410.96,34875.19,78648.00,2342.30,399304.00,183314.08,60000.00,62600.24,959494.76
843.00,78200.00,4.00,486041.57,320.10,809.74,1813803.70,6423394.49,4804834.10,0.05,0.75,3.10,0.30,0.86,0.27,0.49,0.11,148.47,2233.00,46.00,0.23,5376.00,4.00,0.59,21.00,4004.00,105000.00,18950.13,79633.61,189744.00,3497.46,399304.00,184484.90,60000.00,62700.28,1103314.38
844.00,316762.10,4.00,373135.93,350.00,996.05,2308033.85,7493977.68,4647207.93,0.05,0.84,3.70,0.29,0.82,0.24,0.42,0.09,170.41,1540.00,49.00,0.20,4454.00,14.00,0.51,15.00,5181.00,105000.00,13069.06,75425.82,94872.00,3511.98,399304.00,184717.68,60000.00,66998.94,1002899.48
845.00,245079.27,4.00,388867.63,419.41,1145.84,2072899.00,6820870.33,4246433.22,0.05,0.87,2.50,0.31,0.79,0.25,0.56,0.09,146.25,3943.00,51.00,0.19,5074.00,14.00,0.65,25.00,5290.00,105000.00,33461.88,69672.11,63048.00,3139.10,399304.00,183875.44,60000.00,65560.69,983061.22
846.00,-243214.23,4.00,484256.11,266.65,650.44,845205.85,2478944.49,2867984.03,0.03,0.81,2.50,0.30,0.66,0.28,0.41,0.09,143.37,719.00,41.00,0.23,4866.00,9.00,0.45,17.00,4302.00,105000.00,6101.72,66816.02,94872.00,2385.24,399304.00,183422.81,60000.00,57314.90,975216.69
847.00,373758.64,4.00,381709.43,436.69,962.14,1983847.12,8404970.84,4874793.07,0.05,0.86,2.60,0.29,0.91,0.31,0.54,0.10,156.47,3005.00,51.00,0.28,5220.00,12.00,0.43,23.00,5262.00,105000.00,25501.63,55382.11,94872.00,3165.23,399304.00,184075.22,60000.00,66361.21,993661.41
848.00,322971.40,4.00,392300.75,559.56,1469.95,2234303.85,7944495.24,4665419.72,0.04,0.86,2.10,0.29,0.79,0.26,0.68,0.13,145.67,2003.00,50.00,0.22,6288.00,10.00,0.50,28.00,6364.00,105000.00,16998.26,66713.16,94872.00,2958.32,399304.00,183343.83,60000.00,69524.27,998713.84
849.00,-97112.83,4.00,463630.99,298.26,657.15,1099334.78,3995951.43,3325869.71,0.05,0.85,1.80,0.31,0.87,0.31,0.43,0.10,131.91,3305.00,47.00,0.25,4455.00,9.00,0.56,22.00,4693.00,105000.00,28047.55,47265.77,63048.00,2383.14,399304.00,183471.94,60000.00,58138.83,946659.22
850.00,-77498.14,4.00,452874.25,370.26,1204.27,1581689.96,3917339.54,3301331.28,0.03,0.84,2.70,0.31,0.59,0.21,0.52,0.11,136.48,2773.00,45.00,0.29,5101.00,11.00,0.44,21.00,5882.00,105000.00,23532.79,64525.61,94872.00,2840.10,399304.00,183477.89,60000.00,64982.01,998534.40
851.00,269080.10,4.00,400604.94,401.15,1095.96,2180510.99,7314972.76,4510484.06,0.05,0.85,2.90,0.30,0.81,0.25,0.60,0.07,145.40,2572.00,53.00,0.21,4349.00,8.00,0.62,19.00,5852.00,105000.00,21827.02,59716.99,126696.00,3465.22,399304.00,184157.35,60000.00,69035.20,1029201.78
852.00,149317.20,4.00,389406.46,423.69,1315.40,2068559.38,5826626.87,3811691.54,0.04,0.89,3.00,0.28,0.70,0.22,0.44,0.10,175.84,3836.00,54.00,0.27,5190.00,11.00,0.58,21.00,4845.00,105000.00,32553.83,54640.32,63048.00,2764.82,399304.00,183684.08,60000.00,63201.40,964196.46
853.00,357509.68,4.00,395543.22,338.29,962.74,2610645.29,8552516.88,5306910.77,0.07,0.80,2.80,0.29,1.00,0.24,0.54,0.07,146.25,3176.00,56.00,0.27,5294.00,10.00,0.43,18.00,5996.00,105000.00,26952.81,61893.21,111096.00,3582.59,399304.00,184525.44,60000.00,69363.58,1021717.64
854.00,-29546.50,4.00,457206.17,249.61,811.86,1815212.98,4675871.90,4202695.86,0.05,0.73,3.30,0.31,0.79,0.21,0.51,0.06,139.20,2409.00,54.00,0.22,6105.00,7.00,0.27,27.00,4996.00,105000.00,20443.74,83828.98,142920.00,3642.22,399304.00,184554.25,60000.00,65323.80,1065016.99
855.00,-259032.34,4.00,511074.50,335.58,881.55,948256.84,2532838.27,2896725.26,0.02,0.82,3.40,0.32,0.45,0.26,0.45,0.12,148.18,3097.00,39.00,0.21,5998.00,8.00,0.70,14.00,4864.00,105000.00,26282.38,95085.09,125472.00,2835.96,399304.00,183648.89,60000.00,61946.21,1059574.54
856.00,168163.93,4.00,409819.90,399.49,1299.33,2339505.36,6412553.32,4716045.65,0.04,0.76,2.70,0.30,0.76,0.21,0.53,0.14,152.59,3550.00,48.00,0.26,5266.00,12.00,0.21,18.00,4982.00,105000.00,30126.72,66612.79,111096.00,3214.12,399304.00,183846.95,60000.00,65640.63,1024841.21
857.00,184100.63,4.00,354046.57,451.91,1929.12,2725573.54,5567690.98,3837223.27,0.03,0.86,3.70,0.31,0.50,0.16,0.59,0.09,154.78,3274.00,41.00,0.26,4462.00,11.00,0.54,19.00,4787.00,105000.00,27784.47,70735.19,94872.00,3554.46,399304.00,183898.06,60000.00,67195.72,1012343.90
858.00,291219.84,4.00,390544.02,388.63,1327.21,2769749.28,7392516.25,4550341.29,0.05,0.86,2.80,0.33,0.77,0.20,0.52,0.08,155.39,3856.00,46.00,0.21,4847.00,11.00,0.65,20.00,6611.00,105000.00,32723.56,71797.64,94872.00,3497.86,399304.00,184296.06,60000.00,71602.11,1023093.24
859.00,360109.23,3.00,347399.01,531.49,1171.01,1769927.67,7394822.58,4339753.84,0.03,0.89,3.10,0.31,0.67,0.31,0.60,0.10,165.81,2576.00,54.00,0.24,5335.00,13.00,0.55,20.00,4175.00,97500.00,10716.16,32863.60,46200.00,1172.59,193800.00,130031.02,25000.00,37317.18,574600.55
860.00,-176340.09,4.00,460890.01,338.15,923.85,1051087.12,2828698.68,2884761.77,0.02,0.84,3.60,0.30,0.48,0.25,0.39,0.10,171.10,2371.00,42.00,0.22,5420.00,8.00,0.57,18.00,4227.00,105000.00,20121.25,80059.90,94872.00,2673.79,399304.00,183666.34,60000.00,59761.18,1005458.46
861.00,412995.21,4.00,366871.15,378.41,1123.74,2738306.42,8697917.15,5277054.07,0.05,0.81,3.20,0.28,0.91,0.23,0.51,0.08,166.68,1737.00,30.00,0.27,5645.00,17.00,0.40,25.00,5620.00,105000.00,14740.88,119782.38,63048.00,3516.22,399304.00,184460.71,60000.00,69505.47,1019357.66
862.00,41346.56,4.00,413227.00,319.79,910.09,1643425.33,4895559.18,3671494.10,0.04,0.84,2.80,0.31,0.75,0.24,0.55,0.09,117.17,2656.00,44.00,0.24,4778.00,14.00,0.39,27.00,4749.00,105000.00,22539.88,65607.67,63048.00,3275.76,399304.00,184009.44,60000.00,61726.44,964511.19
863.00,-40136.41,4.00,405893.63,424.03,1379.15,1476454.34,3657014.06,3017849.61,0.03,0.88,2.20,0.31,0.55,0.21,0.52,0.09,155.75,1148.00,45.00,0.30,4973.00,12.00,0.40,28.00,4276.00,105000.00,9742.39,52355.74,63048.00,2378.08,399304.00,183026.50,60000.00,59088.17,933942.89
864.00,163212.77,4.00,345537.47,614.35,1398.70,1385476.10,5275139.45,3584029.75,0.02,0.89,3.10,0.28,0.52,0.30,0.72,0.10,160.53,2731.00,54.00,0.20,4489.00,13.00,0.57,15.00,4579.00,105000.00,23176.36,47260.19,94872.00,2950.26,399304.00,183269.50,60000.00,65417.16,981249.47
865.00,-118955.36,4.00,467125.07,245.23,558.32,1081718.36,3769410.84,3740543.82,0.05,0.74,2.80,0.29,0.85,0.30,0.42,0.07,157.52,2361.00,39.00,0.18,5084.00,11.00,0.32,17.00,4279.00,105000.00,20036.39,86094.49,94872.00,2832.69,399304.00,184072.51,60000.00,59946.77,1012158.84
866.00,-336050.58,4.00,443230.62,350.40,957.31,535695.67,830620.67,1972179.30,0.01,0.91,3.40,0.29,0.22,0.25,0.50,0.11,110.85,1464.00,57.00,0.30,4174.00,15.00,0.49,22.00,4688.00,105000.00,12424.09,34914.68,46824.00,2205.68,399304.00,182767.50,60000.00,56823.45,900263.39
867.00,101504.51,4.00,423948.02,288.82,616.45,1413921.13,5781416.65,4272083.34,0.05,0.79,3.10,0.31,0.88,0.32,0.47,0.08,139.84,2859.00,53.00,0.22,4521.00,10.00,0.46,16.00,3780.00,105000.00,24262.62,62078.76,111096.00,3454.92,399304.00,184683.25,60000.00,60456.81,1010336.36
868.00,-107078.06,4.00,427070.09,348.95,882.74,1054149.88,3188891.26,2868172.47,0.03,0.89,2.70,0.29,0.61,0.27,0.40,0.12,145.22,2072.00,53.00,0.21,4782.00,15.00,0.64,26.00,5093.00,105000.00,17583.82,45562.90,46824.00,2362.38,399304.00,183340.23,60000.00,59875.18,919852.50
869.00,482595.60,3.00,350053.02,389.88,1157.80,2844020.09,9103639.65,4873809.10,0.06,0.90,3.20,0.31,0.86,0.23,0.39,0.12,165.89,1473.00,56.00,0.32,4236.00,12.00,0.51,29.00,5463.00,97500.00,6127.68,26093.76,30600.00,1108.54,193800.00,130182.42,25000.00,38529.04,548941.45
870.00,982028.93,4.00,376825.05,287.55,677.24,3866472.55,16337807.84,8627630.85,0.11,0.78,3.90,0.29,1.34,0.29,0.42,0.12,133.23,2979.00,51.00,0.23,5787.00,12.00,0.53,19.00,3989.00,105000.00,25280.99,116777.03,111096.00,5142.23,399304.00,186980.13,60000.00,66765.87,1076346.24
871.00,-138197.73,4.00,436595.28,340.09,860.31,1011119.76,3047721.90,2890180.13,0.03,0.86,3.10,0.32,0.52,0.27,0.47,0.10,137.38,1235.00,56.00,0.25,4655.00,11.00,0.52,15.00,5798.00,105000.00,10480.70,49007.84,94872.00,2812.57,399304.00,183657.03,60000.00,64067.08,969201.22
872.00,302195.40,4.00,417143.44,375.91,1426.40,3334593.29,8212740.54,5056552.99,0.06,0.82,2.30,0.28,0.97,0.18,0.51,0.09,157.95,2074.00,37.00,0.25,5112.00,11.00,0.59,14.00,4671.00,105000.00,17600.79,81252.17,94872.00,3026.15,399304.00,183856.19,60000.00,63481.20,1008392.51
873.00,157662.13,4.00,415754.63,313.20,930.09,2118433.63,6316870.31,4188735.86,0.05,0.85,2.90,0.30,0.87,0.23,0.46,0.07,144.74,3569.00,52.00,0.27,5876.00,11.00,0.58,25.00,4940.00,105000.00,30287.96,80684.53,63048.00,3258.53,399304.00,184342.13,60000.00,63438.93,989364.08
874.00,1640521.01,3.00,337317.72,514.66,1673.90,7067649.13,22333132.63,9780823.55,0.10,0.87,3.00,0.29,1.22,0.21,0.63,0.13,140.96,2136.00,55.00,0.18,4177.00,10.00,0.64,26.00,5692.00,97500.00,8885.76,25730.32,46200.00,1364.43,193800.00,130218.66,25000.00,40653.53,569352.70
875.00,-82039.02,4.00,413426.65,438.18,997.60,964081.05,3249753.62,2982882.56,0.02,0.86,3.70,0.28,0.46,0.30,0.52,0.09,170.52,2571.00,45.00,0.14,5913.00,8.00,0.72,26.00,4834.00,105000.00,21818.53,81192.59,78648.00,2716.43,399304.00,183460.60,60000.00,63540.25,995680.41
876.00,-46750.23,4.00,463406.77,311.29,644.30,1152913.33,4626471.58,3647074.67,0.05,0.83,2.40,0.29,0.87,0.33,0.39,0.12,148.04,3308.00,39.00,0.25,5147.00,13.00,0.45,22.00,5185.00,105000.00,28073.01,70674.49,63048.00,2561.33,399304.00,183792.28,60000.00,61026.91,973480.01
877.00,-308891.22,4.00,469255.42,291.05,864.30,756943.15,1371680.44,2226558.06,0.02,0.90,2.90,0.29,0.43,0.23,0.37,0.11,128.08,3206.00,55.00,0.25,4111.00,17.00,0.53,19.00,5942.00,105000.00,27207.40,34723.15,46824.00,2120.14,399304.00,183016.45,60000.00,60350.82,918545.96
878.00,-273545.98,4.00,487845.52,242.02,533.24,703960.05,2070599.61,2588484.51,0.04,0.86,2.40,0.29,0.71,0.31,0.33,0.05,161.89,2802.00,47.00,0.30,4913.00,9.00,0.49,20.00,6052.00,105000.00,23778.89,51724.06,63048.00,2089.83,399304.00,183379.15,60000.00,61319.57,949643.51
879.00,772166.16,3.00,317908.35,629.27,1534.99,2804328.45,11227705.84,5600197.20,0.04,0.90,3.00,0.32,0.74,0.28,0.64,0.12,171.04,1817.00,63.00,0.23,5331.00,10.00,0.55,26.00,5453.00,97500.00,7558.72,21963.72,46200.00,1267.45,193800.00,130085.55,25000.00,40881.66,564257.10
880.00,70718.81,4.00,512331.16,339.61,1008.50,2207603.79,6677100.35,5348812.53,0.05,0.69,3.40,0.31,0.78,0.23,0.50,0.14,157.16,3134.00,50.00,0.28,4797.00,5.00,0.45,15.00,5790.00,105000.00,26596.38,65868.57,270240.00,3815.89,399304.00,184604.55,60000.00,71122.87,1186552.24
881.00,138881.76,4.00,436890.54,280.60,1008.71,2569957.73,6376618.00,4473631.20,0.06,0.80,3.00,0.31,0.88,0.19,0.46,0.09,131.57,2559.00,44.00,0.22,5201.00,9.00,0.57,22.00,3911.00,105000.00,21716.70,88075.81,94872.00,3579.40,399304.00,184591.94,60000.00,60588.20,1017728.06
882.00,15933.03,4.00,414870.31,355.21,1732.93,2594120.80,4491704.96,3424412.94,0.04,0.86,2.90,0.33,0.56,0.14,0.44,0.11,148.84,1286.00,53.00,0.29,4536.00,12.00,0.50,14.00,4188.00,105000.00,10913.51,57378.59,94872.00,3000.93,399304.00,183728.71,60000.00,60397.24,974594.98
883.00,-108415.04,4.00,426072.93,437.59,1195.52,1144295.51,3164467.01,2961591.17,0.02,0.86,2.50,0.31,0.49,0.25,0.60,0.11,136.97,3294.00,54.00,0.19,4976.00,17.00,0.45,14.00,4993.00,105000.00,27954.20,47411.33,78648.00,2603.20,399304.00,183084.14,60000.00,61916.31,965921.18
884.00,-157872.11,4.00,478593.31,281.36,873.51,1380158.16,3423033.27,3177262.90,0.04,0.83,2.30,0.31,0.73,0.22,0.43,0.10,129.16,3119.00,52.00,0.22,4421.00,11.00,0.45,18.00,3810.00,105000.00,26469.08,46905.04,94872.00,2599.64,399304.00,183546.55,60000.00,56038.10,974734.42
885.00,-210507.24,4.00,460696.68,311.91,1014.46,1180128.65,2559512.21,2634838.08,0.03,0.90,2.20,0.29,0.62,0.21,0.47,0.08,122.75,2888.00,42.00,0.33,4325.00,16.00,0.40,29.00,5700.00,105000.00,24508.72,45533.60,46824.00,2238.58,399304.00,183022.72,60000.00,60439.60,926871.22
886.00,994327.55,3.00,380199.77,328.60,724.00,3660791.32,16602446.92,8446377.77,0.12,0.81,3.00,0.29,1.38,0.31,0.49,0.13,122.95,2712.00,49.00,0.27,4756.00,10.00,0.49,22.00,5062.00,97500.00,11281.92,34243.20,46200.00,1255.41,193800.00,130308.20,25000.00,37616.87,577205.61
887.00,752561.16,3.00,351011.69,464.57,1175.20,3127361.82,12145525.48,6176321.40,0.06,0.86,3.30,0.30,0.93,0.27,0.55,0.14,141.29,1551.00,50.00,0.28,4619.00,10.00,0.52,25.00,5671.00,97500.00,6452.16,28453.04,46200.00,1283.30,193800.00,130209.97,25000.00,39898.19,568796.66
888.00,19494.86,4.00,381815.09,421.41,1151.31,1345475.18,4031061.34,3106268.80,0.02,0.90,3.50,0.30,0.50,0.25,0.51,0.11,141.55,2002.00,47.00,0.18,4796.00,15.00,0.75,27.00,5605.00,105000.00,16989.77,65854.84,46824.00,2980.34,399304.00,183662.95,60000.00,65025.64,945641.55
889.00,-273203.42,4.00,501403.97,162.09,410.03,913592.11,2538178.84,3348104.94,0.05,0.71,3.40,0.31,0.81,0.27,0.25,0.11,158.14,1707.00,42.00,0.24,4990.00,10.00,0.34,13.00,4512.00,105000.00,14486.28,84502.66,94872.00,2944.06,399304.00,184708.69,60000.00,58571.68,1004389.37
890.00,-117365.32,4.00,436264.68,310.87,1179.59,1623148.88,3342368.06,3034667.20,0.03,0.85,3.20,0.30,0.56,0.18,0.41,0.11,139.98,1439.00,48.00,0.27,5933.00,17.00,0.47,16.00,3566.00,105000.00,12211.93,75050.08,63048.00,2783.81,399304.00,183642.16,60000.00,56534.88,957574.86
891.00,-384575.33,4.00,525850.17,312.46,711.39,554487.56,1296087.34,2586467.61,0.02,0.76,3.40,0.29,0.38,0.30,0.52,0.13,139.71,2282.00,53.00,0.32,5144.00,7.00,0.35,14.00,4752.00,105000.00,19365.96,48592.28,173520.00,2532.98,399304.00,183170.76,60000.00,60477.25,1051963.23
892.00,589101.49,3.00,359600.98,350.77,887.34,2856728.56,10833234.47,6389312.81,0.08,0.78,3.00,0.31,1.05,0.27,0.63,0.05,145.59,3505.00,42.00,0.22,5475.00,11.00,0.36,24.00,5640.00,97500.00,14580.80,39420.00,46200.00,1326.74,193800.00,130225.83,25000.00,40387.71,588441.08
893.00,751165.39,3.00,351850.86,415.77,1352.27,4094331.17,12305571.68,6468637.03,0.07,0.84,3.30,0.30,0.97,0.21,0.52,0.09,165.37,3025.00,57.00,0.27,5616.00,10.00,0.47,20.00,4886.00,97500.00,12584.00,34594.56,46200.00,1267.48,193800.00,130234.72,25000.00,38814.77,579995.54
894.00,-193778.08,4.00,501539.99,236.83,505.49,909262.35,3277335.18,3246724.17,0.04,0.80,3.80,0.30,0.71,0.32,0.33,0.10,150.93,1600.00,47.00,0.29,5645.00,7.00,0.54,15.00,5024.00,105000.00,13578.24,77512.62,126696.00,3029.29,399304.00,184551.20,60000.00,61502.35,1031173.71
895.00,358628.76,3.00,358702.89,470.84,1037.40,1847887.10,7767326.45,4708726.03,0.04,0.85,2.80,0.28,0.83,0.31,0.60,0.09,162.80,2547.00,47.00,0.26,4016.00,8.00,0.42,26.00,6153.00,97500.00,10595.52,24738.56,46200.00,1039.50,193800.00,129890.78,25000.00,40521.36,569285.72
896.00,-126542.12,4.00,437995.40,307.61,875.42,1186814.50,3130914.39,2920733.82,0.03,0.87,3.20,0.28,0.62,0.24,0.39,0.10,143.70,3152.00,62.00,0.20,4694.00,10.00,0.59,21.00,3685.00,105000.00,26749.13,44724.43,63048.00,2573.49,399304.00,183600.21,60000.00,55990.57,940989.84
897.00,-383915.63,4.00,515778.14,245.50,558.94,569021.86,1279094.98,2311041.51,0.02,0.85,2.90,0.30,0.52,0.30,0.34,0.10,133.84,3700.00,49.00,0.28,5099.00,8.00,0.62,16.00,4232.00,105000.00,31399.68,53682.27,78648.00,2194.47,399304.00,183333.56,60000.00,55197.42,968759.41
898.00,-348924.33,4.00,607723.53,419.95,1303.78,1156736.79,2673523.95,3451182.74,0.02,0.70,3.30,0.30,0.38,0.22,0.69,0.13,158.83,3087.00,51.00,0.13,4064.00,13.00,0.52,4.00,3639.00,105000.00,26197.52,51407.97,363264.00,3079.50,399304.00,183204.11,60000.00,63035.72,1254492.82
899.00,357858.83,4.00,367727.45,368.73,1325.53,3116736.78,8004862.88,4828181.26,0.05,0.85,3.50,0.29,0.82,0.19,0.37,0.11,187.64,3666.00,48.00,0.23,5236.00,14.00,0.43,22.00,5563.00,105000.00,31111.14,77559.82,63048.00,3332.42,399304.00,184554.96,60000.00,67907.74,991818.09
900.00,-247938.82,4.00,451654.93,345.07,841.75,722134.48,1861230.96,2380986.49,0.02,0.89,3.20,0.30,0.41,0.28,0.48,0.07,139.49,2458.00,49.00,0.22,4242.00,13.00,0.62,17.00,4702.00,105000.00,20859.57,44659.78,78648.00,2428.10,399304.00,183226.52,60000.00,59093.75,953219.73
901.00,30191.25,4.00,437571.26,297.20,699.97,1422428.87,5145763.47,3780554.40,0.04,0.84,3.30,0.30,0.80,0.29,0.38,0.09,155.92,3099.00,53.00,0.27,3999.00,10.00,0.50,15.00,6220.00,105000.00,26299.35,54911.07,94872.00,3100.56,399304.00,184458.21,60000.00,66602.95,994548.14
902.00,-303243.88,4.00,457586.60,449.31,902.60,484725.65,1312995.12,2214523.93,0.01,0.88,2.80,0.31,0.28,0.34,0.50,0.10,168.64,1689.00,62.00,0.22,5853.00,7.00,0.40,21.00,5969.00,105000.00,14333.53,43106.17,94872.00,2037.51,399304.00,182758.34,60000.00,63328.24,964739.79
903.00,650223.64,3.00,356024.61,431.49,1473.57,3971381.99,11251399.09,5909766.75,0.06,0.86,3.50,0.30,0.88,0.20,0.57,0.13,130.96,3427.00,59.00,0.30,4592.00,14.00,0.45,20.00,4473.00,97500.00,14256.32,28286.72,46200.00,1357.88,193800.00,130247.55,25000.00,37469.70,574118.17
904.00,-82521.08,4.00,467594.52,327.04,744.57,1153479.76,4150424.85,3828549.83,0.04,0.75,2.40,0.31,0.75,0.30,0.57,0.10,139.03,2147.00,42.00,0.26,5460.00,11.00,0.33,15.00,5183.00,105000.00,18220.30,74972.35,126696.00,2939.39,399304.00,183681.19,60000.00,63871.51,1034684.75
905.00,-93802.45,4.00,480006.77,286.44,698.72,1236724.93,4126076.84,3461545.59,0.04,0.83,3.10,0.31,0.73,0.28,0.43,0.09,138.05,2515.00,55.00,0.30,5339.00,7.00,0.59,17.00,4720.00,105000.00,21343.30,61983.65,126696.00,3062.69,399304.00,184192.05,60000.00,61211.00,1022792.69
